Symbol,Date,Open,High,Low,Close,Percent Change,Volume
NIMB,09/08/2023,177,180,175.1,179.9,1.64%,"64,990.00"
NIMB,08/08/2023,178,178,174.3,177,0.57%,"1,17,105.00"
NIMB,07/08/2023,181.9,181.9,174,176,-3.30%,"1,66,972.00"
NIMB,06/08/2023,193,195,182,182,-5.16%,"2,72,145.00"
NIMB,03/08/2023,193,195.5,191,191.9,-0.05%,"72,295.00"
NIMB,02/08/2023,192.5,192.8,189,192,0.58%,"64,014.00"
NIMB,01/08/2023,193,196.9,190,190.9,-1.19%,"87,329.00"
NIMB,31/07/2023,193,195.7,192,193.2,0.62%,"73,204.00"
NIMB,30/07/2023,195,199,191,192,-0.83%,"92,276.00"
NIMB,27/07/2023,199.9,199.9,193.5,193.6,-1.58%,"1,37,172.00"
NIMB,26/07/2023,201,202,195.2,196.7,-0.96%,"1,22,004.00"
NIMB,25/07/2023,205,207.9,196.9,198.6,-3.12%,"2,23,765.00"
NIMB,24/07/2023,212,217,204,205,-4.61%,"4,81,052.00"
NIMB,23/07/2023,200.9,215,196.1,214.9,8.54%,"3,68,391.00"
NIMB,20/07/2023,198,199.9,195,198,1.75%,"2,28,004.00"
NIMB,19/07/2023,185,195.4,183.5,194.6,5.25%,"2,69,300.00"
NIMB,18/07/2023,184,188,184,184.9,0.49%,"1,46,120.00"
NIMB,17/07/2023,174,185.9,174,184,5.87%,"1,46,645.00"
NIMB,16/07/2023,175,177.7,172.5,173.8,-0.63%,"1,39,250.00"
NIMB,13/07/2023,170.4,178,170.4,174.9,0.63%,"1,55,129.00"
NIMB,12/07/2023,176,176,172.6,173.8,-0.63%,"1,12,977.00"
NIMB,11/07/2023,171.1,176,171,174.9,1.80%,"65,177.00"
NIMB,10/07/2023,175,176.3,171,171.8,-1.21%,"1,29,842.00"
NIMB,09/07/2023,170.1,176,170.1,173.9,0.23%,"1,34,111.00"
NIMB,06/07/2023,176.9,176.9,173.1,173.5,-0.23%,"1,11,479.00"
NIMB,05/07/2023,175.8,177,173.5,173.9,-1.08%,"2,13,753.00"
NIMB,04/07/2023,172.5,182,172.5,175.8,-0.11%,"1,02,970.00"
NIMB,03/07/2023,174.6,180,174.6,176,-1.18%,"1,07,565.00"
NIMB,02/07/2023,190,190,178,178.1,-4.71%,"2,13,671.00"
NIMB,28/06/2023,188,192,185.2,186.9,-0.37%,"2,24,285.00"
NIMB,27/06/2023,177.6,187.6,176,187.6,6.89%,"2,55,718.00"
NIMB,26/06/2023,181.2,181.5,175,175.5,-1.40%,"2,33,021.00"
NIMB,25/06/2023,177.1,179,175,178,0.62%,"2,87,841.00"
NIMB,22/06/2023,182,182,176.9,176.9,-0.95%,"1,35,570.00"
NIMB,21/06/2023,183.5,183.5,178.1,178.6,-0.83%,"1,75,342.00"
NIMB,20/06/2023,182,184.1,180,180.1,-0.22%,"98,416.00"
NIMB,19/06/2023,185,185,180.5,180.5,-1.37%,"1,36,527.00"
NIMB,18/06/2023,181,184,181,183,0.27%,"1,47,609.00"
NIMB,15/06/2023,179,184.3,179,182.5,1.00%,"63,982.00"
NIMB,14/06/2023,179.5,188,178,180.7,0.67%,"1,40,526.00"
NIMB,13/06/2023,181.5,181.5,176.5,179.5,0.84%,"99,102.00"
NIMB,12/06/2023,176.6,179.5,176.6,178,1.02%,"50,104.00"
NIMB,11/06/2023,176,179,176,176.2,0.06%,"56,136.00"
NIMB,08/06/2023,179.3,179.3,176,176.1,0.00%,"77,732.00"
NIMB,07/06/2023,177,179.9,176,176.1,-0.51%,"56,148.00"
NIMB,06/06/2023,176,178,176,177,0.23%,"49,549.00"
NIMB,05/06/2023,181.7,181.7,176.6,176.6,-0.95%,"64,655.00"
NIMB,04/06/2023,175.8,182.8,175.8,178.3,0.73%,"46,873.00"
NIMB,01/06/2023,180,180.1,175.5,177,0.00%,"60,499.00"
NIMB,31/05/2023,179,179.9,177,177,-1.17%,"79,091.00"
NIMB,30/05/2023,183,183,179,179.1,-2.45%,"75,743.00"
NIMB,28/05/2023,185,187,183.2,183.6,-0.49%,"68,960.00"
NIMB,24/05/2023,182.5,185,182,184.5,-0.11%,"49,980.00"
NIMB,23/05/2023,183,184.8,180,184.7,1.99%,"71,436.00"
NIMB,22/05/2023,182.3,183.6,180.5,181.1,-1.47%,"44,432.00"
NIMB,21/05/2023,185,186,182,183.8,0.99%,"52,616.00"
NIMB,18/05/2023,180.5,184,180,182,1.11%,"66,878.00"
NIMB,17/05/2023,179,183,179,180,0.28%,"53,613.00"
NIMB,16/05/2023,180,180,178.2,179.5,0.67%,"31,210.00"
NIMB,15/05/2023,179,180.7,178,178.3,-0.01%,"76,315.00"
NIMB,14/05/2023,182,182.6,178.4,179.2,-0.44%,"56,296.00"
NIMB,11/05/2023,176.7,183,176.7,180,-0.17%,"66,954.00"
NIMB,10/05/2023,180.1,182.9,180,180.3,0.61%,"21,675.00"
NIMB,09/05/2023,182,182.5,179.2,179.2,-0.22%,"34,106.00"
NIMB,08/05/2023,180,183,179.5,179.6,-0.50%,"78,252.00"
NIMB,07/05/2023,181.6,185,180,180.5,-0.61%,"75,910.00"
NIMB,04/05/2023,182,182.5,180.1,181.6,-0.16%,"74,454.00"
NIMB,03/05/2023,180,184,180,181.9,-0.05%,"55,649.00"
NIMB,02/05/2023,184,184,181,182,-0.49%,"56,145.00"
NIMB,30/04/2023,183,185,182,182.9,-0.33%,"1,95,178.00"
NIMB,27/04/2023,187,187,182.1,183.5,-0.27%,"34,985.00"
NIMB,26/04/2023,185,186,182.4,184,0.11%,"89,370.00"
